OpenCC繁體,香港繁體,臺灣正體,大陸簡體,日本簡體,異體字
蛾,蛾,蛾,蛾,蛾,
睾,睾,睪,睾,睾,皋睪
蛄,蛄,蛄,蛄,蛄,蛌
幺,幺,么,幺,幺,么
艱,艱,艱,艰,艱,艰
岌,岌,岌,岌,岌,
詣,詣,詣,诣,詣,诣
給,給,給,给,給,给
鈍,鈍,鈍,钝,鈍,钝
頤,頤,頤,颐,頤,頉頣颐
崑,崑,崑,昆,崑,崐昆
剛,剛,剛,刚,剛,刚
點,點,點,点,点,奌点
鑒,鑒,鑒,鉴,鑒,鉴鑑
賀,賀,賀,贺,賀,贺
綴,綴,綴,缀,綴,缀
臥,卧,臥,卧,臥,卧
睥,睥,睥,睥,睥,
情,情,情,情,情,
璋,璋,璋,璋,璋,
駑,駑,駑,驽,駑,驽
樽,樽,樽,樽,樽,墫罇
巢,巢,巢,巢,巣,巣
樓,樓,樓,楼,楼,楼
禧,禧,禧,禧,禧,
匯,匯,匯,汇,匯,汇滙
二,二,二,二,二,弍貮貳
官,官,官,官,官,
貨,貨,貨,货,貨,货
寬,寬,寬,宽,寛,宽寛
攔,攔,攔,拦,攔,拦
異,異,異,异,異,异
驚,驚,驚,惊,驚,惊
交,交,交,交,交,
監,監,監,监,監,监
踵,踵,踵,踵,踵,歱
神,神,神,神,神,神
磐,磐,磐,磐,磐,
蜚,蜚,蜚,蜚,蜚,
隴,隴,隴,陇,隴,陇
頬,頬,頬,頬,頬,頰
呆,呆,呆,呆,呆,獃騃
飜,飜,飜,飜,飜,翻
昧,昧,昧,昧,昧,
黛,黛,黛,黛,黛,
夢,夢,夢,梦,夢,夣梦
哪,哪,哪,哪,哪,
庵,庵,庵,庵,庵,菴
妥,妥,妥,妥,妥,
豹,豹,豹,豹,豹,
題,題,題,题,題,题
側,側,側,侧,側,侧
腦,腦,腦,脑,脳,匘脑脳
市,市,市,市,市,
繡,繡,繡,绣,繍,綉繍绣
棍,棍,棍,棍,棍,
廕,廕,廕,荫,廕,荫蔭
懾,懾,懾,慑,懾,慑
磋,磋,磋,磋,磋,
藏,藏,藏,藏,蔵,蔵
鞏,鞏,鞏,巩,鞏,巩
投,投,投,投,投,
喩,喩,喩,喩,喩,喻
虫,虫,虫,虫,虫,蟲
确,确,确,确,确,確
邸,邸,邸,邸,邸,
蠹,蠹,蠹,蠹,蠹,蠧
榷,榷,榷,榷,榷,
慧,慧,慧,慧,慧,
邀,邀,邀,邀,邀,
祭,祭,祭,祭,祭,
畿,畿,畿,畿,畿,
罈,罈,罈,坛,罈,坛墰壜
整,整,整,整,整,
蓆,蓆,蓆,席,蓆,席
樟,樟,樟,樟,樟,
讎,讎,讎,雠,讎,仇讐雠
憊,憊,憊,惫,憊,惫
繐,繐,繐,穗,繐,穗
煩,煩,煩,烦,煩,烦
胎,胎,胎,胎,胎,
佈,佈,佈,布,佈,布
表,表,表,表,表,錶
黑,黑,黑,黑,黒,黒
鑣,鑣,鑣,镳,鑣,鏢镳
濛,濛,濛,蒙,濛,蒙霥靀
搓,搓,搓,搓,搓,
舉,舉,舉,举,挙,㪯举挙擧
乍,乍,乍,乍,乍,
嘯,嘯,嘯,啸,嘯,啸嘨歗
孰,孰,孰,孰,孰,
裸,裸,裸,裸,裸,躶
消,消,消,消,消,
俏,俏,俏,俏,俏,
畜,畜,畜,畜,畜,
禱,禱,禱,祷,祷,祷禂
割,割,割,割,割,
戚,戚,戚,戚,戚,慼慽鏚
傢,傢,傢,家,傢,家
卷,卷,卷,卷,巻,巻捲
螺,螺,螺,螺,螺,蠃
穆,穆,穆,穆,穆,𥠇
喻,喻,喻,喻,喻,喩
闋,闋,闋,阕,闋,阕
際,際,際,际,際,际
避,避,避,避,避,辟
矜,矜,矜,矜,矜,
琍,琍,琍,琍,琍,
肇,肇,肇,肇,肇,肈
俬,俬,俬,私,俬,私
妁,妁,妁,妁,妁,
颳,颳,颳,刮,颳,刮
罟,罟,罟,罟,罟,
鏢,鏢,鏢,镖,鏢,鑣镖
體,體,體,体,体,体躰軆骵
誕,誕,誕,诞,誕,诞𧩙
隧,隧,隧,隧,隧,𡑞
津,津,津,津,津,
憨,憨,憨,憨,憨,
瑟,瑟,瑟,瑟,瑟,
騷,騷,騷,骚,騒,騒骚
盍,盍,盍,盍,盍,盇
玄,玄,玄,玄,玄,伭
孩,孩,孩,孩,孩,
隻,隻,隻,只,隻,只
葷,葷,葷,荤,葷,荤
夏,夏,夏,夏,夏,
倖,倖,倖,幸,倖,幸
噸,噸,噸,吨,噸,吨
綠,綠,綠,绿,緑,氯緑绿
枴,枴,枴,拐,枴,拐柺
資,資,資,资,資,资
簿,簿,簿,簿,簿,
紛,紛,紛,纷,紛,纷
督,督,督,督,督,
琵,琵,琵,琵,琵,
韋,韋,韋,韦,韋,韦
魂,魂,魂,魂,魂,䰟
孟,孟,孟,孟,孟,
迢,迢,迢,迢,迢,
珠,珠,珠,珠,珠,
熏,熏,熏,熏,熏,燻薰𤑕
誰,誰,誰,谁,誰,谁
托,托,托,托,托,拓託
宛,宛,宛,宛,宛,
澀,澀,澀,涩,渋,涩渋澁濇瀒
按,按,按,按,按,
賺,賺,賺,赚,賺,贃赚
擂,擂,擂,擂,擂,
萄,萄,萄,萄,萄,
吾,吾,吾,吾,吾,
淤,淤,淤,淤,淤,
畢,畢,畢,毕,畢,毕
逮,逮,逮,逮,逮,迨
駿,駿,駿,骏,駿,骏
傾,傾,傾,倾,傾,倾
盔,盔,盔,盔,盔,
顯,顯,顯,显,顕,显顕
曬,曬,晒,晒,曬,晒
袋,袋,袋,袋,袋,帒
在,在,在,在,在,
窘,窘,窘,窘,窘,
鍵,鍵,鍵,键,鍵,键
趟,趟,趟,趟,趟,
凍,凍,凍,冻,凍,冻
厄,厄,厄,厄,厄,戹阨
繼,繼,繼,继,継,継继
杳,杳,杳,杳,杳,
篡,篡,篡,篡,篡,簒
熨,熨,熨,熨,熨,㷉
計,計,計,计,計,计
耀,耀,耀,耀,耀,曜燿
趣,趣,趣,趣,趣,
押,押,押,押,押,
評,評,評,评,評,评
叱,叱,叱,叱,叱,
搜,搜,搜,搜,捜,捜蒐𢯱𢲷
泥,泥,泥,泥,泥,坭
鵑,鵑,鵑,鹃,鵑,鹃
瓏,瓏,瓏,珑,瓏,珑
南,南,南,南,南,
販,販,販,贩,販,贩𧶶
胭,胭,胭,胭,胭,臙
耗,耗,耗,耗,耗,秏
牛,牛,牛,牛,牛,牜
音,音,音,音,音,
睹,睹,睹,睹,睹,覩
靶,靶,靶,靶,靶,
彭,彭,彭,彭,彭,
卒,卒,卒,卒,卒,䘚卆
雅,雅,雅,雅,雅,
患,患,患,患,患,
解,解,解,解,解,觧
斥,斥,斥,斥,斥,㡿
鍾,鍾,鍾,钟锺,鍾,鈡鐘钟锺
乘,乘,乘,乘,乗,乗
埼,埼,埼,埼,埼,崎
綾,綾,綾,绫,綾,绫
縮,縮,縮,缩,縮,缩
託,託,託,托讬,託,侂托讬
萼,萼,萼,萼,萼,蕚𦹛
肢,肢,肢,肢,肢,胑
鉤,鈎,鉤,钩,鉤,鈎钩
蹺,蹺,蹺,跷,蹺,屩跷蹻
轉,轉,轉,转,転,転转
幢,幢,幢,幢,幢,橦
米,米,米,米,米,
繩,繩,繩,绳,縄,䋲縄绳
可,可,可,可,可,
咖,咖,咖,咖,咖,
蜒,蜒,蜒,蜒,蜒,
乓,乓,乓,乓,乓,
淳,淳,淳,淳,淳,湻
虱,虱,虱,虱,虱,蝨
煬,煬,煬,炀,煬,炀烊
駟,駟,駟,驷,駟,驷
葯,葯,葯,药,葯,药藥
崇,崇,崇,崇,崇,崈
她,她,她,她,她,他
豌,豌,豌,豌,豌,
賈,賈,賈,贾,賈,贾
補,補,補,补,補,补
盪,盪,盪,荡,盪,荡蕩蘯
壕,壕,壕,壕,壕,
條,條,條,条,条,条糶
錄,錄,錄,录,録,录録
火,火,火,火,火,灬
款,款,款,款,款,欵
鏽,鏽,鏽,锈,鏽,銹鏥锈
綢,綢,綢,绸,綢,紬绸
頡,頡,頡,颉,頡,颉
嘍,嘍,嘍,喽,嘍,喽謱
泳,泳,泳,泳,泳,
趙,趙,趙,赵,趙,赵
趕,趕,趕,赶,趕,赶
齒,齒,齒,齿,歯,歯齿
罷,罷,罷,罢,罷,罢
窯,窯,窯,窑,窯,窑窰
菁,菁,菁,菁,菁,
若,若,若,若,若,
短,短,短,短,短,
謄,謄,謄,誊,謄,誊
巒,巒,巒,峦,巒,峦
喚,喚,喚,唤,喚,唤
做,做,做,做,做,
韶,韶,韶,韶,韶,
撿,撿,撿,捡,撿,捡
瑯,瑯,瑯,瑯,瑯,琅
膈,膈,膈,膈,膈,
餛,餛,餛,馄,餛,餫馄
慰,慰,慰,慰,慰,
掛,掛,掛,挂,掛,挂
雪,雪,雪,雪,雪,
亙,亙,亙,亘,亘,亘
悉,悉,悉,悉,悉,
翡,翡,翡,翡,翡,
喪,喪,喪,丧,喪,丧
讀,讀,讀,读,読,読读
跡,跡,跡,迹,跡,蹟迹
賃,賃,賃,赁,賃,赁
編,編,編,编,編,编
苣,苣,苣,苣,苣,
歪,歪,歪,歪,歪,
浩,浩,浩,浩,浩,澔
磕,磕,磕,磕,磕,
賭,賭,賭,赌,賭,赌
彿,彿,彿,佛,彿,佛髴
楫,楫,楫,楫,楫,檝艥
延,延,延,延,延,
謝,謝,謝,谢,謝,谢
鹽,鹽,鹽,盐,塩,䀋塩盐𥂁
牴,牴,牴,抵牴,牴,抵羝觝
挈,挈,挈,挈,挈,
掠,掠,掠,掠,掠,
藩,藩,藩,藩,藩,
姓,姓,姓,姓,姓,
半,半,半,半,半,
晶,晶,晶,晶,晶,
首,首,首,首,首,
棹,棹,棹,棹,棹,櫂
艙,艙,艙,舱,艙,舱
弈,弈,弈,弈,弈,奕
扛,扛,扛,扛,扛,摃
喃,喃,喃,喃,喃,娚嫐諵
率,率,率,率,率,
募,募,募,募,募,
蠻,蠻,蠻,蛮,蛮,蛮
姆,姆,姆,姆,姆,姥
皖,皖,皖,皖,皖,晥
熟,熟,熟,熟,熟,
譯,譯,譯,译,訳,訳译
臂,臂,臂,臂,臂,
舅,舅,舅,舅,舅,
畵,畵,畵,画,畵,畫
角,角,角,角,角,甪
羅,羅,羅,罗,羅,罗
尿,尿,尿,尿,尿,溺脲
竄,竄,竄,窜,竄,窜
介,介,介,介,介,
令,令,令,令,令,
爍,爍,爍,烁,爍,烁
羚,羚,羚,羚,羚,
伶,伶,伶,伶,伶,
姬,姬,姬,姬,姬,姫
冬,冬,冬,冬,冬,鼕
左,左,左,左,左,
成,成,成,成,成,
質,質,質,质,質,貭质
外,外,外,外,外,
嗟,嗟,嗟,嗟,嗟,
宿,宿,宿,宿,宿,㝛
挎,挎,挎,挎,挎,
崆,崆,崆,崆,崆,
寡,寡,寡,寡,寡,關
嫂,嫂,嫂,嫂,嫂,
耿,耿,耿,耿,耿,炅炔
苛,苛,苛,苛,苛,
种,种,种,种,种,種
癱,癱,癱,瘫,癱,瘫
這,這,這,这,這,这
戴,戴,戴,戴,戴,
義,義,義,义,義,义
綻,綻,綻,绽,綻,䘺绽
竅,竅,竅,窍,竅,窍
脯,脯,脯,脯,脯,
禁,禁,禁,禁,禁,
妙,妙,妙,妙,妙,玅
氨,氨,氨,氨,氨,
區,區,區,区,区,区
何,何,何,何,何,
梧,梧,梧,梧,梧,
呸,呸,呸,呸,呸,
侵,侵,侵,侵,侵,
鮪,鮪,鮪,鲔,鮪,鲔
喘,喘,喘,喘,喘,
禎,禎,禎,祯,禎,祯禎
緩,緩,緩,缓,緩,缓
尾,尾,尾,尾,尾,
芋,芋,芋,芋,芋,
勝,勝,勝,胜,勝,胜
鏈,鏈,鏈,链,鏈,链
驢,驢,驢,驴,驢,馿驴
協,協,協,协,協,勰协恊旪
嚼,嚼,嚼,嚼,嚼,
曜,曜,曜,曜,曜,燿耀
晃,晃,晃,晃,晃,晄
嘲,嘲,嘲,嘲,嘲,
男,男,男,男,男,
抉,抉,抉,抉,抉,刔
糊,糊,糊,糊,糊,
鉢,缽,缽,钵,鉢,缽钵
楓,楓,楓,枫,楓,枫
屈,屈,屈,屈,屈,
鑽,鑽,鑽,钻,鑽,鉆鑚钻
檔,檔,檔,档,檔,档欓
位,位,位,位,位,
邦,邦,邦,邦,邦,
箭,箭,箭,箭,箭,
秣,秣,秣,秣,秣,
痱,痱,痱,痱,痱,
持,持,持,持,持,
縴,縴,縴,纤,縴,纤
氖,氖,氖,氖,氖,
西,西,西,西,西,
瞪,瞪,瞪,瞪,瞪,眙瞠
妹,妹,妹,妹,妹,
隸,隸,隸,隶,隸,隶隷
巍,巍,巍,巍,巍,魏
冤,冤,冤,冤,冤,寃
紗,紗,紗,纱,紗,纱
冉,冉,冉,冉,冉,冄
喟,喟,喟,喟,喟,
變,變,變,变,変,变変
券,券,券,券,券,劵
壺,壺,壺,壶,壺,壶壷
擡,抬,抬,抬,擡,抬
瞰,瞰,瞰,瞰,瞰,矙
絀,絀,絀,绌,絀,绌
胰,胰,胰,胰,胰,
扶,扶,扶,扶,扶,
伸,伸,伸,伸,伸,抻
稱,稱,稱,称,称,偁称穪
掃,掃,掃,扫,掃,埽扫
慝,慝,慝,慝,慝,
間,間,間,间,間,閒间
肥,肥,肥,肥,肥,
誤,誤,誤,误,誤,悞误
奢,奢,奢,奢,奢,
萵,萵,萵,莴,萵,莴
反,反,反,反,反,
干,干,干,干,干,乾幹
嘎,嘎,嘎,嘎,嘎,尜
馬,馬,馬,马,馬,马
奧,奧,奧,奥,奥,奥
誓,誓,誓,誓,誓,
叉,叉,叉,叉,叉,
蹤,蹤,蹤,踪,蹤,踨踪
聘,聘,聘,聘,聘,
聳,聳,聳,耸,聳,耸
攏,攏,攏,拢,攏,拢
只,只,只,只,只,祇祗衹隻
務,務,務,务,務,务
剔,剔,剔,剔,剔,
烙,烙,烙,烙,烙,
慼,慼,慼,戚,慼,慽戚
喉,喉,喉,喉,喉,
醇,醇,醇,醇,醇,䣩
僅,僅,僅,仅,僅,仅
箴,箴,箴,箴,箴,針鍼
司,司,司,司,司,
謁,謁,謁,谒,謁,谒謁
占,占,占,占,占,佔
賜,賜,賜,赐,賜,赐
冽,冽,冽,冽,冽,洌
疲,疲,疲,疲,疲,
慫,慫,慫,怂,慫,怂
阜,阜,阜,阜,阜,
嫌,嫌,嫌,嫌,嫌,
皓,皓,皓,皓,皓,皝顥
葩,葩,葩,葩,葩,
膺,膺,膺,膺,膺,
拋,拋,拋,抛,拋,抛
袖,袖,袖,袖,袖,褎
壞,壞,壞,坏,壊,坏坯壊
座,座,座,座,座,坐
唁,唁,唁,唁,唁,喭
嚐,嚐,嚐,尝,嚐,尝
陽,陽,陽,阳,陽,昜氜阳
狹,狹,狹,狭,狭,狭陜
披,披,披,披,披,
刀,刀,刀,刀,刀,刂
油,油,油,油,油,
窈,窈,窈,窈,窈,
犬,犬,犬,犬,犬,犭
稀,稀,稀,稀,稀,
嘔,嘔,嘔,呕,嘔,呕
坷,坷,坷,坷,坷,
炕,炕,炕,炕,炕,
芹,芹,芹,芹,芹,
瓷,瓷,瓷,瓷,瓷,甆磁
撲,撲,撲,扑,撲,扑
岑,岑,岑,岑,岑,
吱,吱,吱,吱,吱,
擠,擠,擠,挤,擠,挤
萃,萃,萃,萃,萃,
婊,婊,婊,婊,婊,
輯,輯,輯,辑,輯,辑
雨,雨,雨,雨,雨,
彩,彩,彩,彩,彩,綵
聖,聖,聖,圣,聖,圣垩堊
頷,頷,頷,颔,頷,颔
刁,刁,刁,刁,刁,
伺,伺,伺,伺,伺,
孔,孔,孔,孔,孔,
瀾,瀾,瀾,澜,瀾,澜
扉,扉,扉,扉,扉,
戢,戢,戢,戢,戢,
文,文,文,文,文,
奏,奏,奏,奏,奏,
挖,挖,挖,挖,挖,
援,援,援,援,援,
蛹,蛹,蛹,蛹,蛹,
毛,毛,毛,毛,毛,
脂,脂,脂,脂,脂,
旁,旁,旁,旁,旁,
傯,傯,傯,偬,傯,偬
噹,噹,噹,当𪠽,噹,当𪠽
鏝,鏝,鏝,镘,鏝,镘
嘟,嘟,嘟,嘟,嘟,
址,址,址,址,址,阯
蔽,蔽,蔽,蔽,蔽,芘菝萆
殼,殼,殼,壳,殻,㱿壳殻
舖,舖,舖,舖,舖,舗鋪
鯽,鯽,鯽,鲫,鯽,鲫
嶇,嶇,嶇,岖,嶇,㠊岖
鼬,鼬,鼬,鼬,鼬,
悚,悚,悚,悚,悚,𢥠
驛,驛,驛,驿,駅,駅驿
滔,滔,滔,滔,滔,
折,折,折,折,折,摺
瘠,瘠,瘠,瘠,瘠,
齡,齡,齡,龄,齢,齢龄
繹,繹,繹,绎,繹,绎
尸,尸,尸,尸,尸,屍
茹,茹,茹,茹,茹,
歿,歿,歿,殁,歿,殁
茗,茗,茗,茗,茗,
拓,拓,拓,拓,拓,托摭
仟,仟,仟,仟,仟,千阡
筒,筒,筒,筒,筒,
棒,棒,棒,棒,棒,
巔,巔,巔,巅,巔,巅巓
莎,莎,莎,莎,莎,
踝,踝,踝,踝,踝,
羶,羶,羶,膻,羶,羴膻
夸,夸,夸,夸,夸,誇
租,租,租,租,租,
集,集,集,集,集,亼
請,請,請,请,請,请
趨,趨,趨,趋,趨,趋
斐,斐,斐,斐,斐,
孽,孽,孽,孽,孽,孼
繮,韁,韁,缰,繮,缰韁
枠,枠,枠,枠,枠,
宦,宦,宦,宦,宦,
檜,檜,檜,桧,檜,栝桧
翎,翎,翎,翎,翎,
暇,暇,暇,暇,暇,
弼,弼,弼,弼,弼,
鱔,鱔,鱔,鳝,鱔,鱓鳝
技,技,技,技,技,
銬,銬,銬,铐,銬,铐
攤,攤,攤,摊,攤,摊
癟,癟,癟,瘪,癟,瘪
豺,豺,豺,豺,豺,犲
轎,轎,轎,轿,轎,轿
娩,娩,娩,娩,娩,㝃嬎嬔
插,插,插,插,挿,扱挿揷
凄,凄,凄,凄,凄,悽淒
震,震,震,震,震,
泉,泉,泉,泉,泉,洤
屬,屬,屬,属,属,属𡱆
獅,獅,獅,狮,獅,狮
噁,噁,噁,恶,噁,恶
組,組,組,组,組,组
揭,揭,揭,揭,掲,掲
潼,潼,潼,潼,潼,
瀋,瀋,瀋,沈渖,瀋,沈沉渖
橄,橄,橄,橄,橄,
躑,躑,躑,踯,躑,踯
赧,赧,赧,赧,赧,𧹞
夯,夯,夯,夯,夯,䂫
儂,儂,儂,侬,儂,侬
教,教,教,教,教,敎
跆,跆,跆,跆,跆,
漸,漸,漸,渐,漸,渐
仔,仔,仔,仔,仔,
予,予,予,予,予,余豫
兒,兒,兒,儿,児,儿児
未,未,未,未,未,
柔,柔,柔,柔,柔,
窕,窕,窕,窕,窕,
媾,媾,媾,媾,媾,
茁,茁,茁,茁,茁,
疝,疝,疝,疝,疝,
杯,杯,杯,杯,杯,桮盃
看,看,看,看,看,
叛,叛,叛,叛,叛,
濾,濾,濾,滤,沪,沪滤
厚,厚,厚,厚,厚,
進,進,進,进,進,进
渚,渚,渚,渚,渚,陼渚
彌,彌,彌,弥,弥,弥瀰𢏏
漩,漩,漩,漩,漩,
哼,哼,哼,哼,哼,
餵,餵,餵,喂𫗭,餵,喂諉𫗭
泵,泵,泵,泵,泵,
翩,翩,翩,翩,翩,
鷗,鷗,鷗,鸥,鴎,鴎鸥
拯,拯,拯,拯,拯,抍
糖,糖,糖,糖,糖,餹
驗,驗,驗,验,験,騐験验
宵,宵,宵,宵,宵,
蘊,藴,蘊,蕴,蘊,蕴藴
偃,偃,偃,偃,偃,㫃
亥,亥,亥,亥,亥,
站,站,站,站,站,
橢,橢,橢,椭,橢,椭楕
鎌,鎌,鎌,镰,鎌,鐮镰
繃,繃,繃,绷,繃,綳绷
睬,睬,睬,睬,睬,
艘,艘,艘,艘,艘,
褒,褒,褒,褒,褒,襃
儒,儒,儒,儒,儒,
倆,倆,倆,俩,倆,俩
東,東,東,东,東,东
斡,斡,斡,斡,斡,
喬,喬,喬,乔,喬,乔
竈,灶,灶,灶,竈,灶
鏃,鏃,鏃,镞,鏃,镞
漬,漬,漬,渍,漬,渍
凶,凶,凶,凶,凶,㐫兇
靜,靜,靜,静,静,静靚
昂,昂,昂,昂,昂,昻
机,机,机,机,机,機
頊,頊,頊,顼,頊,顼
圈,圈,圈,圈,圏,圏
俘,俘,俘,俘,俘,
蝴,蝴,蝴,蝴,蝴,
笞,笞,笞,笞,笞,
壅,壅,壅,壅,壅,
眯,眯,眯,眯,眯,
剽,剽,剽,剽,剽,
恭,恭,恭,恭,恭,
鴆,鴆,鴆,鸩,鴆,酖鸩
價,價,價,价,価,价価
幅,幅,幅,幅,幅,
線,線,線,线缐,線,綫线缐
磺,磺,磺,磺,磺,
淮,淮,淮,淮,淮,
墊,墊,墊,垫,墊,垫
行,行,行,行,行,
曏,曏,曏,向,曏,向
雜,雜,雜,杂,雑,杂襍雑
遠,遠,遠,远,遠,远逺
弗,弗,弗,弗,弗,
丕,丕,丕,丕,丕,
毆,毆,毆,殴,殴,殴
綏,綏,綏,绥,綏,绥
零,零,零,零,零,
絲,絲,絲,丝,糸,丝糸纟
肆,肆,肆,肆,肆,
錦,錦,錦,锦,錦,锦
籐,籐,籐,籐,籐,籘藤
臆,臆,臆,臆,臆,
氫,氫,氫,氢,氫,氢
癆,癆,癆,痨,癆,痨
戲,戲,戲,戏,戯,戏戯戱
韜,韜,韜,韬,韜,弢韬
宸,宸,宸,宸,宸,
嵩,嵩,嵩,嵩,嵩,崧
梭,梭,梭,梭,梭,
濟,濟,濟,济,済,济済
匂,匂,匂,匂,匂,
吶,吶,吶,呐,吶,呐訥
鷺,鷺,鷺,鹭,鷺,鹭
代,代,代,代,代,
湔,湔,湔,湔,湔,
鋸,鋸,鋸,锯,鋸,锯
并,并,并,并,并,並併幷
袱,袱,袱,袱,袱,
僱,僱,僱,雇,僱,雇
佣,佣,佣,佣,佣,傭
驕,驕,驕,骄,驕,骄
閑,閑,閑,闲,閑,閒闲
邪,邪,邪,邪,邪,
怎,怎,怎,怎,怎,
套,套,套,套,套,
約,約,約,约,約,约
佻,佻,佻,佻,佻,
穩,穩,穩,稳,穏,㒚稳穏
揩,揩,揩,揩,揩,
蟲,蟲,蟲,虫,虫,虫
支,支,支,支,支,
材,材,材,材,材,
蛆,蛆,蛆,蛆,蛆,𧐅
璨,璨,璨,璨,璨,
壙,壙,壙,圹,壙,圹
誌,誌,誌,志,誌,志
鹿,鹿,鹿,鹿,鹿,
蜜,蜜,蜜,蜜,蜜,
態,態,態,态,態,态
經,經,經,经,経,経经𦀇
后,后,后,后,后,後
脩,脩,脩,修,脩,修
昏,昏,昏,昏,昏,昬
一,一,一,一,一,壹弌
焊,焊,焊,焊,焊,
瘩,瘩,瘩,瘩,瘩,
將,將,將,将,将,将𤕭
澇,澇,澇,涝,澇,涝
的,的,的,的,的,
礬,礬,礬,矾,礬,矾
岡,岡,岡,冈,岡,冈
耍,耍,耍,耍,耍,
培,培,培,培,培,
廳,廳,廳,厅,庁,厅厛庁廰
港,港,港,港,港,
瑠,瑠,瑠,瑠,瑠,琉璢
舒,舒,舒,舒,舒,
昀,昀,昀,昀,昀,
答,答,答,答,答,荅
渝,渝,渝,渝,渝,
嘉,嘉,嘉,嘉,嘉,
蹭,蹭,蹭,蹭,蹭,
途,途,途,途,途,
吉,吉,吉,吉,吉,
獰,獰,獰,狞,獰,狞
單,單,單,单,単,单単
耆,耆,耆,耆,耆,
菱,菱,菱,菱,菱,
壟,壟,壟,垄,壟,垄
宜,宜,宜,宜,宜,冝宐
似,似,似,似,似,
怔,怔,怔,怔,怔,
町,町,町,町,町,圢甼
拮,拮,拮,拮,拮,
貓,貓,貓,猫,猫,猫
薜,薜,薜,薜,薜,
賊,賊,賊,贼,賊,戝贼
駐,駐,駐,驻,駐,驻
隊,隊,隊,队,隊,队
湧,湧,湧,涌,湧,涌
枋,枋,枋,枋,枋,
陴,陴,陴,陴,陴,
殺,殺,殺,杀,殺,杀殺
曉,曉,曉,晓,暁,晓暁
鮫,鮫,鮫,鲛,鮫,鲛
睫,睫,睫,睫,睫,䀹
賅,賅,賅,赅,賅,侅賌赅
據,據,據,据,拠,拠据
希,希,希,希,希,
模,模,模,模,模,
幸,幸,幸,幸,幸,倖
敗,敗,敗,败,敗,䢙败
臧,臧,臧,臧,臧,
畓,畓,畓,畓,畓,
俯,俯,俯,俯,俯,頫
酉,酉,酉,酉,酉,丣
少,少,少,少,少,
喫,喫,喫,吃,喫,吃
儼,儼,儼,俨,儼,俨
赦,赦,赦,赦,赦,
財,財,財,财,財,㒲财
漫,漫,漫,漫,漫,澷
嗓,嗓,嗓,嗓,嗓,
傭,傭,傭,佣,傭,佣
棧,棧,棧,栈,桟,栈桟
簾,簾,簾,帘,簾,帘𢅏𢅖
牀,牀,床,床,床,床
樣,樣,樣,样,様,样様
佗,佗,佗,佗,佗,它
駛,駛,駛,驶,駛,驶𩢲
摳,摳,摳,抠,摳,抠
宴,宴,宴,宴,宴,讌
貌,貌,貌,貌,貌,皃
繰,繰,繰,缲,繰,繅缲
闌,闌,闌,阑,闌,阑
涂,涂,涂,涂,涂,塗
琥,琥,琥,琥,琥,
邨,邨,邨,邨,邨,村
酒,酒,酒,酒,酒,
薛,薛,薛,薛,薛,
碎,碎,碎,碎,砕,砕
薔,薔,薔,蔷,薔,蔷
幹,幹,幹,干,幹,干
秋,秋,秋,秋,秋,䆋秌穐鞦龝
祆,祆,祆,祆,祆,
復,復,復,复,復,复複覆
驅,驅,驅,驱,駆,敺駆駈驱𢿛
粗,粗,粗,粗,粗,觕麁麄麤
瞽,瞽,瞽,瞽,瞽,
次,次,次,次,次,
罕,罕,罕,罕,罕,
老,老,老,老,老,耂
覈,核,核,核,覈,核
叼,叼,叼,叼,叼,
紕,紕,紕,纰,紕,纰
塾,塾,塾,塾,塾,
埤,埤,埤,埤,埤,
楚,楚,楚,楚,楚,椘
茅,茅,茅,茅,茅,泖茆
層,層,層,层,層,层層
載,載,載,载,載,载
逆,逆,逆,逆,逆,
苧,苧,苧,苎,苧,苎薴
伏,伏,伏,伏,伏,
匱,匱,匱,匮,匱,匮
腔,腔,腔,腔,腔,
恆,恆,恆,恒,恒,恒
摑,摑,摑,掴,掴,掴
挺,挺,挺,挺,挺,
紋,紋,紋,纹,紋,纹
玆,玆,玆,玆,玆,兹茲
捶,捶,捶,捶,捶,搥箠
誅,誅,誅,诛,誅,诛
鈸,鈸,鈸,钹,鈸,钹
民,民,民,民,民,
康,康,康,康,康,
圾,圾,圾,圾,圾,
潤,潤,潤,润,潤,润
雍,雍,雍,雍,雍,邕𪪝
供,供,供,供,供,
封,封,封,封,封,
數,數,數,数,数,数
値,値,値,値,値,值直
戱,戱,戱,戯,戱,戯戲
呀,呀,呀,呀,呀,
超,超,超,超,超,
賢,賢,賢,贤,賢,贒贤
輻,輻,輻,辐,輻,辐
脖,脖,脖,脖,脖,
携,携,携,携,携,攜
濃,濃,濃,浓,濃,浓
矢,矢,矢,矢,矢,笶
菰,菰,菰,菰,菰,苽菇
敝,敝,敝,敝,敝,
碑,碑,碑,碑,碑,碑
顏,顏,顏,颜,顔,顔颜
橫,橫,橫,横,横,横
軻,軻,軻,轲,軻,轲
矽,矽,矽,矽,矽,
仗,仗,仗,仗,仗,
槳,槳,槳,桨,槳,桨
牆,牆,牆,墙,牆,墙墻廧
莘,莘,莘,莘,莘,
駄,駄,駄,駄,駄,馱
簧,簧,簧,簧,簧,
淇,淇,淇,淇,淇,
彔,彔,彔,录,彔,录
第,第,第,第,第,
思,思,思,思,思,
碗,碗,碗,碗,碗,椀盌
鵡,鵡,鵡,鹉,鵡,鹉
戎,戎,戎,戎,戎,
